id_venta,fecha,ciudad,canal,sku,producto,categoria_txt,unidades,precio_unitario,descuento,costo_unitario,metodo_pago,cliente_id,documento_cliente,id_factura,vendedor_id,estado
386,2025-09-21,,TIENDA,SKU-240,Tablet,audio,5.0,1902226,0.19,$ 83.682,TC,1084,71184465,57803,233,completada
387,2025-05-22,CALI,TIENDA, SKU-461 ,Laptop,computo,3.0,$ 1.763.067,11%,1286585,tarjeta,1050,96130562,57464,238,completada
388,2025-05-23,,Distribuidor,SKU-107,Tablet,pantallas,-1.0,$ 1.469.915,0.19,462392,PSE,1035,44182333,50726,218,completada
389,2025-04-02,CALI,Online,SKU-577,Headset,computo,3.0,2098038,0.9,$ 1.310.129,PSE,1070,46536331,57121,230,completada
390,2025-12-20,,Distribuidor,SKU-451,Teclado,audio,3.0,,0.18,1417433,tarjeta,1099,83495540,59840,212,completada
391,2025-11-18,Cartagena,TIENDA,SKU-594,Headset,audio,2.0,843271,0.22,1429780,PSE,1024,61014693,54312,223,completada
392,2025-10-15, Bogota ,Online,SKU-705,Mouse,audio,5.0,1962120,0.16,674774,tarjeta,1010,59179195,58000,204,pendiente
393,2025-08-03,CALI,Online,SKU-932,Headset,computo,,1702964,0.18,$ 1.146.606,TC,1043,47770533,59461,222,completada
394,2025-12-08,Barranquilla,TIENDA, SKU-526 ,Laptop,pantallas,5.0,841939,0.01,1183936,tarjeta,1013,51792871,54543,218,completada
395,2025-02-20, Bogota ,TIENDA,SKU-138,Laptop,accesorios,1.0,$ 119.244,0.11,1935981,nequi,1028,77049102,58014,200,pendiente
396,2025-06-02,CALI,TIENDA,SKU-692,Headset,pantallas,3.0,1478835,0.17,674297,nequi,1073,23343855,50318,232,cancelada
397,2025-07-05,CALI,TIENDA,SKU-286,Laptop,computo,5.0,1268641,0.25,1886739,credit card,1049,72090981,53475,249,completada
398,2025-03-04, Bogota ,TIENDA,SKU-695,Teclado,computo,1.0,2169279,18%,$ 1.019.366,PSE,1004,87880464,55153,232,completada
399,2025-07-09,Cartagena,Online,SKU-699,Tablet,accesorios,2.0,$ 1.012.281,14%,709025,PSE,1071,23633512,54134,231,completada
400,2025-05-05,CALI,TIENDA, SKU-853 ,Headset,computo,,$ 881.864,0.16,482726,tarjeta,1068,10661944,51602,227,completada
401,2025-05-30,Cartagena,Online,SKU-953,Teclado,audio,5.0,1707040,0.1,1569473,PSE,1087,54198308,52256,236,completada
402,2025-11-10, Bogota ,Online,SKU-192,Tablet,audio,1.0,$ 2.216.274,37%,$ 950.004,nequi,1056,40141755,59021,240,completada
403,2025-02-27,Cartagena,TIENDA,SKU-185,Tablet,audio,3.0,$ 2.449.700,0.21,$ 1.177.936,TC,1025,56404773,59047,211,completada
404,2025-12-08,medellin,TIENDA,SKU-143,Teclado,audio,2.0,$ 1.412.652,0.01,$ 1.327.470,tarjeta,1005,64982283,57319,208,completada
405,2025-11-01,Barranquilla,Online, SKU-236 ,Monitor,audio,5.0,641458,1%,$ 604.306,PSE,1015,90485578,57532,249,completada
406,2025-06-29,CALI,TIENDA,SKU-520,Headset,computo,3.0,1551439,0.39,1057960,nequi,1059,26795119,57366,210,cancelada
407,2025-06-19,Barranquilla,TIENDA,SKU-173,Tablet,accesorios,2.0,1841042,0.09,$ 1.460.819,credit card,1099,92476787,52648,232,completada
408,2025-11-22,Cartagena,TIENDA,SKU-647,Tablet,accesorios,4.0,2093890,0.32,$ 1.828.768,PSE,1011,72750320,56903,218,completada
409,2025-09-28,CALI,Distribuidor,SKU-712,Laptop,audio,4.0,1176300,0.02,$ 151.817,TC,1074,84209747,51858,241,completada
410,2025-02-23,Cartagena,Online,SKU-611,Tablet,computo,2.0,418008,0.37,207803,TC,1002,45215673,51102,233,completada
411,2025-04-11,medellin,Distribuidor, SKU-255 ,Teclado,pantallas,1.0,1343957,0.35,1674848,PSE,1062,23832962,52481,206,completada
412,2025-09-21, Bogota ,TIENDA,SKU-354,Tablet,pantallas,2.0,1906594,23%,$ 1.957.991,PSE,1063,20892542,51820,230,pendiente
413,2025-02-22,CALI,Distribuidor,SKU-270,Monitor,computo,2.0,1019291,0.0,$ 829.883,nequi,1061,76884542,53158,201,cancelada
414,2025-03-01,,TIENDA,SKU-827,Headset,audio,-1.0,1874260,0.1,370887,PSE,1005,75505013,53684,218,completada
415,2025-04-18,medellin,Distribuidor,SKU-269,Headset,accesorios,1.0,,16%,872906,credit card,1018,23026796,57411,237,completada
416,2025-01-05,CALI,TIENDA,SKU-863,Tablet,computo,3.0,2364693,0.18,$ 1.780.472,nequi,1017,39993782,59447,231,completada
417,2025-04-13,Cartagena,Distribuidor,SKU-971,Mouse,pantallas,3.0,$ 1.051.328,12%,1075726,tarjeta,1079,63016941,53651,209,completada
418,2025-07-15,medellin,Distribuidor,SKU-421,Mouse,pantallas,1.0,$ 1.627.895,1%,814838,credit card,1086,66776509,57707,240,completada
419,2025-09-19,Barranquilla,Distribuidor, SKU-666 ,Teclado,pantallas,4.0,$ 194.001,0.24,1214429,nequi,1042,19846358,58461,207,completada
420,2025-12-31,medellin,Online,SKU-555,Mouse,audio,4.0,1396467,21%,1252065,nequi,1072,99705690,58107,225,completada
421,2025-12-16,Cartagena,Distribuidor,SKU-702,Teclado,pantallas,2.0,$ 1.519.643,0.11,$ 917.479,TC,1002,55319523,56881,229,completada
422,2025-02-16,Cartagena,Online,SKU-889,Laptop,computo,5.0,$ 2.434.607,0.02,1973979,nequi,1071,52477003,56220,210,completada
423,2025-12-21,Barranquilla,TIENDA,SKU-712,Teclado,computo,2.0,85867,0.4,1953165,credit card,1037,23721078,54830,240,pendiente
424,2025-11-07,medellin,Distribuidor,SKU-254,Mouse,pantallas,2.0,108780,0.19,$ 1.606.189,PSE,1067,57556634,54979,219,completada
425,2025-11-04,Cartagena,TIENDA,SKU-988,Tablet,computo,5.0,894072,0.3,214756,credit card,1075,72454561,57334,219,completada
426,2025-05-24,CALI,TIENDA,SKU-448,Laptop,pantallas,1.0,2393887,0.18,$ 1.944.423,tarjeta,1043,96000416,53775,208,completada
427,2025-09-26, Bogota ,Distribuidor,SKU-550,Mouse,pantallas,4.0,$ 20.727,0.02,1571339,nequi,1094,42138462,59304,207,completada
428,2025-05-04, Bogota ,Online,SKU-975,Teclado,accesorios,2.0,1039051,0.12,1792405,nequi,1088,20941279,50648,214,completada
429,2025-04-16, Bogota ,Distribuidor,SKU-752,Monitor,audio,5.0,1434119,0.13,$ 1.990.516,nequi,1079,47932455,59371,233,completada
430,2025-07-06,medellin,TIENDA,SKU-272,Headset,audio,3.0,$ 1.180.689,0.34,32669,nequi,1062,99125602,50016,223,cancelada
431,2025-05-27,Barranquilla,TIENDA,SKU-109,Mouse,accesorios,2.0,$ 1.288.182,0.26,928817,TC,1041,22383582,58308,232,completada
432,2025-05-25,Cartagena,Distribuidor,SKU-839,Teclado,accesorios,4.0,410732,0.11,349154,TC,1063,24801310,56476,240,completada
433,2025-04-30,CALI,Online,SKU-364,Laptop,audio,1.0,$ 2.271.743,0.39,$ 1.569.775,PSE,1053,62768549,55942,240,completada
434,2025-11-15,CALI,Online,SKU-537,Mouse,pantallas,2.0,2020398,0.13,222836,nequi,1077,75841580,51545,244,pendiente
435,2025-10-02,medellin,TIENDA,SKU-859,Mouse,pantallas,2.0,1274179,40%,1555866,tarjeta,1076,85647880,52693,239,pendiente
436,2025-02-04, Bogota ,TIENDA, SKU-346 ,Headset,audio,5.0,2296158,0.4,147915,PSE,1070,38126600,57599,226,completada
437,2025-02-27,medellin,Online,SKU-766,Teclado,pantallas,3.0,,0.08,$ 211.681,nequi,1075,64487742,54089,220,completada
438,2025-12-12,Barranquilla,Distribuidor, SKU-645 ,Monitor,accesorios,3.0,$ 1.973.097,0.13,590100,TC,1036,82340172,56259,204,completada
439,2025-08-17,,TIENDA,SKU-598,Laptop,pantallas,1.0,$ 2.130.417,0.19,$ 817.491,tarjeta,1003,16638111,55058,234,completada
440,2025-04-27,,Online,SKU-228,Teclado,pantallas,4.0,,27%,$ 1.411.989,PSE,1001,31505473,59468,220,completada
441,2025-11-14,Cartagena,TIENDA, SKU-771 ,Laptop,computo,1.0,1672486,0.21,792150,tarjeta,1098,17169165,53240,203,completada
442,2025-10-06,Barranquilla,Distribuidor,SKU-700,Mouse,computo,2.0,2441188,39%,,nequi,1043,76787621,54942,248,completada
443,2025-05-07,Barranquilla,Online,SKU-704,Headset,computo,2.0,,0.29,40395,credit card,1066,29292769,53788,247,completada
444,2025-05-09,Barranquilla,TIENDA,SKU-426,Headset,pantallas,3.0,338774,8%,1345922,tarjeta,1067,55164679,56953,215,completada
445,2025-02-27,medellin,Distribuidor,SKU-852,Tablet,audio,4.0,$ 506.626,0.04,945777,tarjeta,1075,36307043,50371,230,cancelada
446,2025-05-02,Barranquilla,TIENDA, SKU-934 ,Monitor,accesorios,5.0,675313,0.28,$ 1.293.283,TC,1082,60508330,57020,225,completada
447,2025-01-01,CALI,Distribuidor,SKU-503,Headset,pantallas,4.0,631868,0.06,786469,nequi,1073,43212023,57120,234,completada
448,2025-08-27, Bogota ,Distribuidor, SKU-728 ,Mouse,audio,2.0,$ 359.606,32%,1791984,tarjeta,1061,63241067,55702,205,completada
449,2025-10-17,Barranquilla,Online,SKU-705,Monitor,pantallas,5.0,$ 1.427.757,12%,$ 239.839,nequi,1000,20187823,58347,232,completada
450,2025-04-06, Bogota ,Distribuidor,SKU-774,Teclado,accesorios,4.0,1163886,0.13,1283458,TC,1016,35262277,52661,220,completada
451,2025-06-05,medellin,TIENDA, SKU-710 ,Headset,pantallas,4.0,$ 1.224.656,0.0,1691099,nequi,1015,58207955,57180,215,completada
452,2025-04-28, Bogota ,Distribuidor,SKU-724,Monitor,accesorios,5.0,758456,0.28,$ 1.633.374,TC,1008,25412384,56651,246,completada
453,2025-02-17,medellin,Distribuidor,SKU-458,Mouse,pantallas,2.0,$ 1.158.452,0.05,1675809,TC,1052,26524715,58656,238,completada
454,2025-03-30,CALI,Online,SKU-702,Tablet,accesorios,4.0,702986,0.31,$ 1.306.378,PSE,1072,93249671,54878,233,completada
455,2025-08-25,medellin,Distribuidor,SKU-957,Laptop,pantallas,-1.0,380400,20%,789456,nequi,1058,25165384,54315,241,completada
456,2025-09-29,medellin,Distribuidor,SKU-817,Laptop,accesorios,2.0,,0.31,$ 872.081,credit card,1008,52351489,56158,214,pendiente
457,2025-07-08,Cartagena,TIENDA, SKU-116 ,Mouse,computo,5.0,2308013,23%,$ 908.155,PSE,1011,46120868,59965,205,completada
458,2025-07-11,Barranquilla,Online,SKU-373,Mouse,pantallas,5.0,1787581,0.03,542169,TC,1040,49672745,58308,201,completada
459,2025-10-03,Barranquilla,Online,SKU-784,Laptop,pantallas,4.0,$ 2.368.818,0.31,847345,credit card,1014,30599595,56474,223,completada
460,2025-10-05,CALI,Online,SKU-215,Tablet,audio,-1.0,648151,3%,1699724,tarjeta,1065,63781968,51374,248,cancelada
461,2025-12-15,CALI,Distribuidor,SKU-960,Monitor,audio,4.0,$ 977.004,0.19,886217,tarjeta,1074,46599668,57393,227,completada
462,2025-09-04,Barranquilla,Online,SKU-792,Laptop,accesorios,1.0,355510,0.07,473253,PSE,1010,98696357,54403,200,completada
463,2025-03-17,Cartagena,Distribuidor,SKU-190,Mouse,pantallas,1.0,$ 472.333,0.3,1912465,credit card,1007,36628962,53546,200,cancelada
464,2025-06-03,Barranquilla,Distribuidor,SKU-181,Headset,accesorios,2.0,2067463,0.36,$ 181.415,nequi,1054,22164078,53977,227,completada
465,2025-05-24,Cartagena,TIENDA,SKU-423,Teclado,computo,5.0,877617,0.22,$ 1.519.181,credit card,1095,72392038,59388,235,completada
466,2025-03-27,CALI,TIENDA,SKU-213,Tablet,audio,4.0,70248,0.21,486466,PSE,1005,66364509,53411,219,completada
467,2025-07-04, Bogota ,TIENDA,SKU-868,Tablet,accesorios,4.0,$ 1.274.304,31%,$ 1.203.304,nequi,1052,12552387,58988,247,cancelada
468,2025-12-10,CALI,TIENDA,SKU-157,Headset,accesorios,2.0,2061781,0%,1331461,nequi,1019,13636402,53892,207,completada
469,2025-08-08,CALI,TIENDA,SKU-253,Headset,audio,2.0,2197040,0.37,162733,tarjeta,1038,22428706,57324,200,completada
470,2025-03-10,medellin,Distribuidor,SKU-976,Mouse,pantallas,1.0,260346,8%,1947099,credit card,1098,72780089,58342,225,completada
471,2025-02-16,medellin,Distribuidor,SKU-503,Laptop,accesorios,,,0.39,830122,nequi,1071,27270712,53249,242,completada
472,2025-04-04,medellin,Online, SKU-727 ,Monitor,audio,2.0,$ 61.954,0.29,309977,PSE,1033,78628357,50111,248,completada
473,2025-08-26,medellin,Distribuidor,SKU-954,Tablet,pantallas,3.0,$ 371.863,0.31,$ 641.854,tarjeta,1056,86766220,50682,224,completada
474,2025-07-23,Cartagena,Distribuidor,SKU-365,Tablet,computo,2.0,684164,0.26,1134816,nequi,1018,64495674,51161,209,completada
475,2025-06-08,Barranquilla,TIENDA,SKU-414,Headset,audio,5.0,1816641,0.19,$ 646.186,credit card,1070,80823643,57400,211,completada
476,2025-12-07, Bogota ,Distribuidor,SKU-814,Laptop,accesorios,5.0,282739,23%,1403431,tarjeta,1030,77940083,52379,240,completada
477,2025-02-08,CALI,TIENDA,SKU-140,Tablet,computo,1.0,$ 1.633.507,0.02,989645,credit card,1081,32203939,55426,206,pendiente
478,2025-04-10,Cartagena,Online,SKU-204,Monitor,pantallas,1.0,2441961,25%,$ 224.304,credit card,1039,15598023,58352,211,completada
479,2025-10-16, Bogota ,Online,SKU-989,Headset,pantallas,3.0,$ 288.116,0.25,1889031,credit card,1013,36630060,51425,246,cancelada
480,2025-09-11,Cartagena,Distribuidor,SKU-292,Monitor,audio,2.0,1790330,36%,1890217,tarjeta,1099,99694705,53661,239,completada
481,2025-08-10,Cartagena,Online,SKU-500,Laptop,audio,4.0,,0.2,,nequi,1080,58729992,58469,216,completada
482,2025-12-23,CALI,Distribuidor, SKU-377 ,Tablet,audio,-1.0,384765,0.9,1936620,TC,1036,31706621,59748,204,completada
483,2025-01-23,Barranquilla,Online,SKU-453,Teclado,pantallas,4.0,1940382,0.12,1144098,nequi,1043,31501260,57040,213,completada
484,2025-09-07,medellin,TIENDA,SKU-848,Tablet,computo,4.0,2162064,0.26,,tarjeta,1008,64637105,54592,233,pendiente
485,2025-01-10,Barranquilla,TIENDA,SKU-832,Laptop,pantallas,2.0,32879,0.1,684800,TC,1057,83592863,57530,247,cancelada
486,2025-03-09,CALI,TIENDA,SKU-679,Tablet,accesorios,3.0,$ 578.086,0.11,134107,TC,1019,96969953,53107,216,completada
487,2025-11-21,CALI,TIENDA,SKU-808,Tablet,pantallas,2.0,1551618,0.9,416176,TC,1091,57665194,50302,234,completada
488,2025-04-10,CALI,Distribuidor,SKU-355,Mouse,accesorios,1.0,721433,0.23,$ 1.086.038,PSE,1049,52704694,54533,200,completada
489,2025-10-17, Bogota ,Online,SKU-750,Tablet,computo,4.0,1406511,0.2,$ 1.058.423,tarjeta,1019,32783388,52773,249,completada
490,2025-06-29,Barranquilla,Distribuidor,SKU-923,Tablet,audio,2.0,$ 507.947,0.13,1867829,PSE,1035,78105134,57199,249,completada
491,2025-08-11,Barranquilla,TIENDA,SKU-760,Monitor,audio,2.0,179472,0.29,435474,TC,1026,18058430,54281,235,completada
492,2025-09-07,Cartagena,Distribuidor, SKU-198 ,Teclado,pantallas,2.0,2111028,0.12,107889,PSE,1071,37511826,54768,214,completada
493,2025-05-27,Cartagena,Online,SKU-687,Monitor,audio,1.0,1718019,0.29,103952,PSE,1031,74701786,51000,218,completada
494,2025-04-06,Cartagena,Distribuidor,SKU-381,Monitor,computo,3.0,1799472,0.03,$ 732.884,tarjeta,1000,29433060,51718,241,cancelada
495,2025-09-14,,Online, SKU-982 ,Headset,audio,-1.0,1321288,35%,430331,credit card,1016,11595428,57169,204,cancelada
496,2025-11-21,Barranquilla,Distribuidor, SKU-502 ,Mouse,pantallas,-1.0,1936037,0.2,$ 919.498,PSE,1008,72488170,57361,218,completada
497,2025-04-01,CALI,Online,SKU-208,Monitor,computo,4.0,2417466,18%,$ 716.793,PSE,1083,94861019,53830,242,cancelada
498,2025-01-16, Bogota ,Online,SKU-799,Laptop,accesorios,5.0,2346168,0.24,236576,TC,1044,58514867,57154,238,completada
499,2025-10-07,Cartagena,TIENDA,SKU-298,Laptop,pantallas,1.0,1954984,0.25,1020771,TC,1095,31412211,55020,204,completada
500,2025-12-02,CALI,Online,SKU-402,Tablet,accesorios,-1.0,1358971,5%,758681,TC,1065,50911679,52882,211,completada
501,2025-04-09,CALI,TIENDA,SKU-426,Headset,computo,2.0,1116613,30%,513149,nequi,1031,81037272,50998,218,completada
502,2025-09-15, Bogota ,TIENDA, SKU-253 ,Mouse,pantallas,-1.0,112115,0.11,880796,PSE,1044,69659459,50284,246,completada
503,2025-06-09,medellin,TIENDA,SKU-651,Mouse,pantallas,1.0,$ 2.057.701,0.36,871509,TC,1008,37895885,58612,211,cancelada
504,2025-12-06,Barranquilla,Distribuidor,SKU-744,Tablet,computo,5.0,502870,33%,$ 317.788,tarjeta,1029,50775846,52160,235,pendiente
505,2025-01-06,,Distribuidor,SKU-504,Laptop,audio,2.0,$ 1.138.976,14%,$ 339.787,nequi,1083,78861017,53065,211,completada
506,2025-06-27,Cartagena,Distribuidor, SKU-561 ,Teclado,pantallas,4.0,$ 383.308,0.32,1339031,credit card,1037,55217239,51494,217,completada
507,2025-06-12,CALI,Distribuidor, SKU-231 ,Headset,pantallas,3.0,1817038,0.14,1055725,PSE,1059,99451071,54623,248,completada
508,2025-02-02, Bogota ,Online,SKU-890,Tablet,accesorios,3.0,$ 2.258.926,0.04,269084,PSE,1000,95818891,52543,247,completada
509,2025-06-28, Bogota ,Online,SKU-973,Headset,audio,2.0,35385,38%,144466,tarjeta,1004,81357751,54800,242,completada
510,2025-04-11,Barranquilla,Distribuidor,SKU-183,Laptop,accesorios,5.0,$ 1.628.885,0.26,1094107,credit card,1062,14866148,58913,233,completada
511,2025-09-25,medellin,Online,SKU-498,Laptop,accesorios,2.0,137369,0.18,29588,credit card,1098,97091071,51401,247,completada
512,2025-11-19,Barranquilla,Online,SKU-853,Teclado,audio,5.0,$ 764.990,16%,1899424,nequi,1035,26402675,50445,232,completada
513,2025-03-06,CALI,TIENDA,SKU-727,Teclado,audio,4.0,2206554,13%,,PSE,1064,36275064,54522,248,completada
514,2025-06-17,Barranquilla,TIENDA,SKU-208,Mouse,computo,5.0,$ 2.370.876,0.39,$ 1.761.581,TC,1077,37680872,53767,217,completada
515,2025-11-26, Bogota ,TIENDA,SKU-320,Headset,audio,2.0,2251737,0.05,1474610,tarjeta,1072,31878426,52551,228,completada
516,2025-02-12, Bogota ,TIENDA,SKU-652,Headset,pantallas,4.0,$ 1.768.076,0.13,$ 1.225.505,tarjeta,1093,13484840,55646,244,completada
517,2025-02-13,Cartagena,Online, SKU-467 ,Laptop,audio,1.0,$ 1.172.702,0.9,1609575,tarjeta,1023,72786979,53888,204,completada
518,2025-10-12,Cartagena,Distribuidor,SKU-246,Mouse,computo,3.0,1670522,0.19,$ 675.457,tarjeta,1003,76761774,54816,224,completada
519,2025-01-12,CALI,Online,SKU-211,Tablet,computo,2.0,1234488,0.19,$ 1.966.356,TC,1077,60050090,52731,223,completada
520,2025-04-05,medellin,Online,SKU-714,Headset,computo,2.0,$ 1.067.738,0.07,1747329,TC,1088,50242496,57699,228,cancelada
521,2025-10-29,Barranquilla,Online,SKU-657,Mouse,audio,2.0,$ 1.886.015,6%,$ 1.872.084,nequi,1067,67078577,52629,237,completada
522,2025-10-09,CALI,TIENDA,SKU-593,Mouse,audio,4.0,2043027,0.1,$ 1.409.994,PSE,1024,92905308,57687,232,completada
523,2025-08-30,Cartagena,TIENDA,SKU-604,Laptop,accesorios,1.0,1187213,0.37,334753,TC,1073,80030848,51057,209,completada
524,2025-04-02,Barranquilla,TIENDA,SKU-574,Mouse,accesorios,5.0,927153,0.05,$ 1.748.253,nequi,1098,37692743,56834,236,completada
525,2025-08-03,Cartagena,Distribuidor,SKU-935,Teclado,pantallas,1.0,1094969,0.3,$ 1.561.557,credit card,1006,37028920,58949,232,completada
526,2025-12-03,Barranquilla,Online, SKU-989 ,Teclado,accesorios,4.0,1650344,0.3,1122056,PSE,1012,42716943,51795,222,completada
527,2025-03-31,medellin,Distribuidor,SKU-370,Monitor,pantallas,2.0,1943298,32%,$ 808.476,TC,1067,50982357,59835,210,pendiente
528,2025-09-21,CALI,TIENDA,SKU-520,Laptop,computo,3.0,1733043,0.35,1003537,credit card,1042,60075473,54849,223,completada
529,2025-04-03,Barranquilla,Distribuidor,SKU-996,Tablet,accesorios,2.0,$ 541.397,11%,789597,nequi,1056,10008981,58215,223,completada
530,2025-03-31, Bogota ,Online, SKU-806 ,Monitor,audio,5.0,812425,9%,$ 70.486,TC,1035,80668840,59431,206,completada
531,2025-04-25, Bogota ,Online,SKU-466,Teclado,accesorios,3.0,1162226,0.19,1118738,TC,1013,16607691,54150,249,completada
532,2025-04-15,Barranquilla,TIENDA,SKU-379,Monitor,pantallas,2.0,1586772,0.11,$ 749.647,credit card,1081,26884370,59496,220,completada
533,2025-07-15,Barranquilla,TIENDA,SKU-382,Laptop,accesorios,3.0,72066,0.29,$ 44.882,TC,1071,73962938,56947,219,completada
534,2025-10-11,Barranquilla,Distribuidor,SKU-139,Laptop,computo,,$ 2.491.146,25%,593366,tarjeta,1095,84925050,56470,209,cancelada
535,2025-04-24, Bogota ,TIENDA,SKU-288,Mouse,audio,4.0,1897950,0.35,$ 860.166,TC,1026,89652006,57179,224,completada
536,2025-03-16, Bogota ,TIENDA, SKU-263 ,Headset,pantallas,2.0,1084714,3%,$ 1.302.256,PSE,1036,72058106,53712,246,cancelada
537,2025-08-05,Barranquilla,Online,SKU-635,Mouse,audio,5.0,2235710,0.37,$ 1.696.594,credit card,1086,36218057,55458,235,completada
538,2025-10-04,Cartagena,TIENDA,SKU-635,Laptop,audio,1.0,$ 278.480,0.12,$ 189.898,PSE,1070,12904814,55315,247,completada
539,2025-09-06,Cartagena,TIENDA,SKU-103,Teclado,pantallas,2.0,$ 1.339.910,0.2,1413705,nequi,1075,94822264,55381,246,completada
540,2025-06-13,medellin,Online,SKU-934,Tablet,audio,1.0,$ 1.146.998,18%,321172,PSE,1024,38525318,59497,214,completada
541,2025-12-23,CALI,Online,SKU-389,Teclado,audio,5.0,$ 1.031.214,30%,$ 527.871,tarjeta,1066,41630692,53174,243,pendiente
542,2025-07-11,Cartagena,Distribuidor,SKU-532,Mouse,accesorios,2.0,$ 2.146.238,0.17,638226,tarjeta,1089,36905710,56387,239,completada
543,2025-08-15, Bogota ,TIENDA, SKU-570 ,Tablet,audio,5.0,2242756,0.38,$ 657.607,PSE,1003,51628366,58973,239,completada
544,2025-06-26,Cartagena,Online,SKU-280,Laptop,audio,3.0,1955822,36%,$ 571.831,nequi,1099,42510185,56767,249,pendiente
545,2025-04-09,medellin,Distribuidor,SKU-347,Teclado,audio,5.0,1187900,0.35,$ 663.567,TC,1078,46998169,50566,205,cancelada
546,2025-02-05,medellin,Distribuidor,SKU-727,Laptop,audio,3.0,1459641,0.03,44362,tarjeta,1095,61053948,54622,236,completada
547,2025-04-06,CALI,TIENDA,SKU-378,Tablet,pantallas,2.0,23435,0.34,435531,PSE,1092,19957081,54132,201,pendiente
548,2025-06-01,Cartagena,TIENDA, SKU-976 ,Tablet,computo,3.0,1956513,0.31,173818,PSE,1073,96021101,58830,211,completada
549,2025-05-31, Bogota ,Distribuidor,SKU-680,Teclado,accesorios,2.0,1908339,4%,418273,PSE,1084,17538009,56995,203,cancelada
550,2025-07-09, Bogota ,Online, SKU-962 ,Laptop,audio,,1490851,4%,1306297,TC,1015,81801353,54167,222,completada
551,2025-12-08,Barranquilla,Distribuidor,SKU-353,Monitor,audio,4.0,732917,0.04,$ 844.347,credit card,1018,59367056,52670,212,cancelada
552,2025-06-02, Bogota ,TIENDA,SKU-280,Laptop,pantallas,2.0,2492753,0.0,953565,nequi,1028,40271732,59364,216,completada
553,2025-09-25,CALI,Online,SKU-929,Tablet,computo,3.0,312441,22%,1901378,credit card,1050,63578445,59912,230,completada
554,2025-02-07,CALI,Online,SKU-780,Laptop,audio,4.0,2400618,39%,704517,nequi,1017,39608705,58296,215,completada
555,2025-01-13, Bogota ,Distribuidor, SKU-924 ,Mouse,pantallas,4.0,1471511,18%,388519,nequi,1057,80596122,51682,240,completada
556,2025-10-06, Bogota ,TIENDA,SKU-608,Monitor,accesorios,2.0,28314,0.22,$ 1.205.970,PSE,1043,70936136,59054,225,completada
557,2025-08-05,Barranquilla,Distribuidor, SKU-860 ,Headset,accesorios,5.0,638119,0.39,1657676,tarjeta,1015,24550703,58490,227,completada
558,2025-12-21, Bogota ,Distribuidor, SKU-799 ,Mouse,audio,5.0,661462,0.1,486058,PSE,1064,48823113,50770,200,pendiente
559,2025-12-27,,Distribuidor,SKU-665,Headset,audio,4.0,$ 2.263.581,0.34,835449,TC,1001,41168629,59654,246,completada
560,2025-10-13,Barranquilla,Online,SKU-425,Teclado,computo,2.0,$ 2.347.089,0.22,858224,nequi,1055,83383944,53854,211,completada
561,2025-09-30, Bogota ,Online,SKU-456,Headset,computo,5.0,564653,0.23,960246,tarjeta,1078,41023701,53118,236,completada
562,2025-03-03,medellin,TIENDA,SKU-924,Laptop,audio,2.0,$ 321.173,0.14,1291784,nequi,1027,33384086,52132,249,pendiente
563,2025-03-25,medellin,TIENDA,SKU-749,Headset,pantallas,2.0,1332457,0.22,,nequi,1064,21327727,59901,219,completada
564,2025-05-08,Barranquilla,Distribuidor, SKU-779 ,Tablet,computo,4.0,$ 413.186,3%,$ 1.454.918,PSE,1004,37518536,57225,201,completada
565,2025-12-08, Bogota ,Distribuidor,SKU-490,Mouse,audio,4.0,1798568,31%,1867637,tarjeta,1021,48480855,50990,235,cancelada
566,2025-06-07,medellin,Distribuidor, SKU-714 ,Mouse,computo,1.0,360362,0.11,$ 1.716.478,tarjeta,1099,83416540,50710,214,completada
567,2025-01-19, Bogota ,TIENDA,SKU-184,Headset,audio,5.0,785387,0.36,1989325,nequi,1012,57461456,54304,237,completada
568,2025-06-26, Bogota ,Online,SKU-416,Mouse,accesorios,5.0,2358626,15%,111950,tarjeta,1064,27172678,55367,221,completada
569,2025-10-04, Bogota ,Online,SKU-311,Tablet,audio,5.0,$ 2.245.844,6%,189942,tarjeta,1015,70050986,50038,243,pendiente
570,2025-08-21,Cartagena,Distribuidor,SKU-614,Mouse,accesorios,3.0,782790,0.28,1128405,PSE,1085,10148306,51275,249,completada
571,2025-03-17, Bogota ,Distribuidor,SKU-483,Headset,computo,2.0,$ 1.770.093,7%,784890,credit card,1063,86380094,57069,231,completada
572,2025-09-22,Cartagena,Distribuidor,SKU-790,Monitor,audio,4.0,2042327,0.3,1598452,TC,1031,97671891,54857,219,cancelada
573,2025-11-10,,Distribuidor, SKU-441 ,Monitor,computo,5.0,1240682,0.39,1981522,credit card,1079,31414187,51436,235,completada
574,2025-07-25,medellin,TIENDA,SKU-914,Teclado,accesorios,-1.0,1068870,0.31,906712,tarjeta,1050,13006374,59661,232,completada
575,2025-08-11,medellin,Online, SKU-943 ,Mouse,audio,,831028,1%,511195,nequi,1078,66748327,52099,214,cancelada
576,2025-02-21,medellin,Distribuidor, SKU-137 ,Headset,computo,2.0,2215337,0.24,1366441,TC,1057,27300102,58565,249,completada
577,2025-12-05,medellin,TIENDA,SKU-610,Mouse,accesorios,2.0,2175534,28%,707505,TC,1045,27376709,57693,245,completada
578,2025-05-24,medellin,Distribuidor,SKU-519,Laptop,computo,4.0,1368818,0.33,$ 287.743,nequi,1051,40823704,54251,202,completada
